DAY,LAW_CODE_NUMERIC,DF_LCC,DF_AB
11,2155003,2,1
2,1552500,2,1
19,1200001,2,3
13,1552500,2,3
26,1902300,2,3
30,2201601,3,2
30,1451000,3,1
3,1200502,3,3
7,1657200,3,3
19,1552500,2,3
16,1552500,2,1
30,1651503,2,2
2,1552500,2,1
12,1211300,3,2
3,1200001,2,1
10,1200001,2,4
13,1902300,2,4
15,1552500,2,3
25,1552500,2,4
9,1761500,3,2
23,2601001,2,4
30,1200502,3,1
16,2650101,2,1
11,140301,3,2
30,2650101,2,4
23,1601002,3,3
9,1201401,2,1
25,2053000,2,2
13,1651503,2,2
3,1200501,3,3
27,1452000,3,1
17,1201401,2,1
28,1651503,2,4
3,5700600,4,4
30,2601001,2,4
4,1950500,2,1
27,170703,3,2
23,265101,3,1
18,1200800,3,3
2,511001,2,5
20,1600500,3,4
20,215510,3,1
4,1201401,2,1
11,1553004,3,3
19,2201601,3,3
11,1651503,2,4
14,2601001,2,3
28,1552500,2,4
25,1201401,2,4
25,1552500,2,1
30,24500,2,4
3,1552500,2,1
6,1200001,2,1
20,2601001,2,3
23,1553012,3,2
4,511001,2,1
23,1552500,2,4
17,1200502,3,2
23,1450502,3,3
22,1200001,2,4
22,1553004,3,3
27,1552500,2,4
23,1200001,2,2
23,119202,2,3
18,1651503,2,1
10,1200501,3,2
17,1202500,3,2
20,1200001,2,2
4,51101,2,4
6,215510,3,1
18,1200001,2,1
29,1200501,3,2
16,2200603,3,1
21,5110,2,4
7,1200001,2,5
18,1252501,3,2
4,5110,2,1
10,1601002,3,4
10,1402501,3,3
24,511003,3,1
26,2201601,3,1
14,160102,3,3
8,1553005,3,4
25,1450502,3,2
23,1553005,3,3
17,1601001,3,2
5,1201401,2,1
21,1553001,3,3
28,1201401,2,2
20,1950501,2,2
24,1600500,3,2
21,1200001,2,2
29,1200001,2,4
25,2201601,3,1
25,140100,2,4
18,1552500,2,1
17,1202500,3,2
6,511001,2,1
18,215510,3,4
6,1601001,3,2
2,1201401,2,4
8,1200001,2,3
12,2203901,3,3
18,2204301,3,4
20,1553005,3,5
11,511001,2,1
6,1450502,3,4
4,1200001,2,2
20,2053000,2,1
4,6000,2,3
10,265031,3,2
18,2204301,3,4
28,511001,2,4
26,1200503,3,3
18,1202500,3,1
26,1200001,2,2
24,5110,2,2
24,2650201,3,4
19,1552500,2,1
21,1200001,2,4
9,1651503,2,2
5,1200501,3,3
7,1700500,2,2
17,1306502,3,1
17,1654000,2,3
26,1657300,3,3
26,1651503,2,4
17,2601001,2,2
22,2201601,3,4
4,1211100,2,2
4,1553001,3,5
13,2403001,2,2
1,1553004,3,4
6,119202,2,2
21,1252501,3,4
11,511001,2,1
14,1202500,3,3
7,2154002,3,4
7,2201601,3,3
21,1201401,2,2
28,1651503,2,3
2,1601503,3,4
23,1200001,2,4
17,2200902,3,1
27,1601001,3,3
29,215510,3,1
17,1950500,2,4
4,1200001,2,2
5,51101,2,2
30,1552500,2,4
1,1200001,2,5
29,1211200,3,5
3,1450001,2,3
10,215515,3,3
13,1657200,3,3
12,1200001,2,2
27,1202500,3,3
6,2200300,2,1
9,1402000,3,1
20,5110,3,4
23,160102,3,2
4,2200601,3,4
15,2053000,2,3
30,1402000,3,1
5,511001,2,2
1,1200001,2,1
13,1651503,2,3
19,1201401,2,1
30,0,2,4
8,2650101,2,3
5,240301,2,4
16,2206000,3,3
15,2650201,3,2
26,1450001,2,2
25,1202000,2,2
6,2601001,2,2
27,1200001,2,4
17,1651503,2,3
12,215514,3,5
29,1200001,2,4
19,1200512,3,1
12,1553001,3,2
21,2200300,2,1
18,1200800,3,3
15,215510,3,3
4,170703,3,3
4,2200300,2,3
17,1200001,2,4
6,2650201,3,3
18,2200605,3,1
15,119202,2,1
8,1211200,3,1
10,2201601,3,3
21,1201401,2,4
20,2601001,2,4
18,0,1,4
25,2155002,2,2
12,1650501,2,1
18,2601001,2,2
25,1200502,3,2
8,265031,3,1
27,1552500,2,1
6,1552500,2,3
16,1553001,3,3
2,1200001,2,3
30,1553008,3,4
21,1553008,3,3
30,160102,3,2
30,1651503,2,1
19,1902300,2,1
21,1200502,3,4
25,1553005,3,3
12,1200001,2,1
30,1211100,2,4
17,2200300,2,2
21,2601001,2,2
10,511001,2,3
24,2650102,2,4
11,1200001,2,1
6,2504502,3,4
19,1702500,3,3
19,1553001,3,2
30,1553001,3,1
22,265031,3,2
13,121110,2,5
27,1192000,2,2
25,1552500,2,3
15,2200602,3,2
25,1552500,2,1
20,2154002,3,3
27,1553001,3,3
6,1402000,3,4
18,215510,3,4
26,5700600,4,4
24,2601001,2,4
20,1650503,2,5
22,1200502,3,3
1,511003,3,1
19,1200001,2,2
29,1200001,2,5
13,1601001,3,3
24,1200502,3,4
8,160102,3,3
18,1200002,2,2
17,5110,2,2
17,1902300,2,3
12,1651503,2,2
23,119203,2,3
26,1200002,2,5
23,1552500,2,4
27,2155600,3,4
15,119203,2,4
17,1553005,3,2
18,1200001,2,4
30,2650102,2,2
27,1553001,3,3
25,1552500,2,1
14,1601001,3,2
4,51101,2,4
10,1200502,3,2
28,2650101,2,4
27,2601001,2,4
27,1552500,2,3
27,1450502,3,2
5,1202500,3,3
19,1211200,3,3
21,1456002,2,1
30,1552500,2,4
9,1702000,2,3
3,1200001,2,4
14,1200501,3,3
7,160102,3,3
28,1202000,2,3
13,1402000,3,4
19,1651503,2,1
16,9000049,0,3
24,1200503,3,1
4,1702000,2,3
27,1200509,3,2
12,2201601,3,2
23,1552500,2,1
24,2203901,3,1
4,2204101,3,3
11,5110,2,3
16,1450502,3,1
18,1654000,2,2
15,1200001,2,4
2,1201500,2,4
30,0,1,3
25,0,1,1
30,2650101,2,1
20,2650102,2,1
12,2155003,2,3
28,2650201,3,5
20,1700500,2,2
30,1657200,3,3
21,511001,2,4
17,1552500,2,1
29,1200001,2,1
24,1202000,2,2
25,160102,3,4
2,1200502,3,1
18,1200503,3,4
14,2155001,2,2
25,1651503,2,2
24,1402501,3,1
8,1200001,2,3
5,1450501,3,1
30,1751000,3,4
10,1402000,3,4
19,2155500,2,4
11,140100,2,3
22,1552500,2,1
11,1651503,2,1
27,1950500,2,5
21,1200001,2,4
16,2053000,2,4
29,1200001,2,2
26,2601001,2,3
13,5110,2,1
26,2200601,3,1
9,1450502,3,1
26,1200502,3,1
20,160102,3,4
28,1552500,2,2
8,1702500,3,4
24,215510,3,4
29,1211200,3,2
27,1200001,2,2
19,1651503,2,2
17,9000049,0,3
19,1553001,3,4
11,1651503,2,3
23,2201601,3,2
10,511003,3,3
29,1200001,2,1
5,1200501,3,1
29,1200001,2,4
26,1651512,1,2
18,215510,3,3
26,1702000,2,1
13,215510,3,2
15,1200001,2,4
26,1651601,2,2
1,511001,2,1
24,5700600,4,4
19,0,1,2
13,1552500,2,1
27,1651503,2,3
20,1552500,2,4
23,1552500,2,3
23,1706501,3,3
28,1651503,2,4
29,1552500,2,3
28,1305201,2,4
8,5110,2,1
29,511001,2,2
1,1402000,3,3
7,511001,2,2
25,2204101,3,3
6,1950500,2,1
18,1702000,2,1
18,2650101,2,1
25,215510,3,1
16,140100,2,1
1,1200001,2,4
28,1701001,3,3
19,1651503,2,3
17,1600500,3,1
25,1201401,2,4
24,1950501,2,1
21,2200300,2,1
28,1450502,3,4
18,1450502,3,3
1,1552500,2,1
11,1200001,2,3
18,1200501,3,2
23,1211200,3,4
16,2053000,2,2
13,1200502,3,3
16,1654501,3,3
30,1552500,2,3
1,2601001,2,4
6,1200001,2,3
19,1651503,2,3
3,1211100,2,4
27,1192000,2,1
10,2155003,2,2
21,2201601,3,1
17,1651503,2,1
10,1200001,2,4
25,1552500,2,1
27,1552500,2,3
4,2104500,2,2
6,1702000,2,3
27,1553001,3,3
25,2201601,3,3
17,1552500,2,1
24,2201601,3,3
27,1552500,2,3
30,1200001,2,1
30,1601502,3,2
17,265031,3,5
28,2650101,2,3
3,2403001,2,3
30,1552500,2,3
29,1200002,2,1
21,1450001,2,2
9,1450001,2,4
9,215510,3,3
8,2053000,2,5
8,1211100,2,1
16,2650101,2,3
24,2201601,3,1
9,1200501,3,4
27,1654000,2,4
29,1192000,2,2
26,1200001,2,1
10,1950502,2,4
24,1654502,3,3
26,1302504,3,4
15,1201401,2,3
14,1651503,2,4
20,1450001,2,2
25,1200001,2,4
12,1200600,3,2
23,2201601,3,2
30,2403002,2,4
24,1654502,3,4
26,1303001,3,4
18,1552500,2,1
6,1211100,2,1
11,1553004,3,5
28,1552500,2,4
26,1211100,2,2
6,1651503,2,1
26,1450502,3,1
24,1552500,2,1
12,1200001,2,5
4,1200502,3,2
5,1451000,3,3
18,160102,3,3
28,120150,2,1
4,60001,4,2
12,1200501,3,1
24,511001,2,4
15,1552500,2,2
29,1552500,2,1
25,1552500,2,3
22,1552500,2,3
12,1200001,2,4
18,511001,2,2
23,1402000,3,1
27,1552500,2,3
26,1402000,3,2
23,1200001,2,2
21,1201401,2,2
27,0,2,4
12,1202500,3,1
3,215510,3,1
16,1456002,2,4
7,1552500,2,3
17,2200300,2,3
19,2200601,3,1
25,511001,2,1
4,1402000,3,4
12,2200300,2,4
22,215510,3,3
28,1450501,3,3
23,2200300,2,4
17,1552500,2,3
18,2203901,3,2
20,1553001,3,3
20,1552500,2,3
4,215511,3,4
9,511001,2,2
17,2201601,3,1
14,1200501,3,4
29,511001,2,1
4,1450502,3,2
27,2200601,3,1
28,1552500,2,2
16,2650201,3,1
10,1553001,3,3
22,1402000,3,1
21,1552500,2,3
24,1450501,3,2
25,215512,3,1
12,1651503,2,2
19,1651503,2,1
27,1201401,2,3
23,1552500,2,1
23,51103,3,5
19,1450001,2,2
4,1654503,3,1
29,1450502,3,3
6,265031,3,4
11,2300400,2,4
9,1601504,3,2
26,2402007,1,2
21,1211200,3,4
17,215510,3,4
10,215510,3,3
14,2200300,2,4
25,1552500,2,1
25,2053000,2,3
25,1553001,3,2
7,1201001,3,2
6,1650503,2,1
7,2200300,2,2
7,511001,2,4
4,2200300,2,5
9,1450001,2,4
15,1450001,2,2
13,265031,3,2
27,1200501,3,1
13,2200300,2,2
12,215510,3,5
17,1651503,2,2
22,1211100,2,1
29,2053000,2,2
17,1553001,3,4
1,1552500,2,1
19,1450001,2,2
2,1200001,2,2
12,2200300,2,5
16,1552500,2,3
10,2200300,2,3
23,1211100,2,2
30,1305500,2,3
1,1200001,2,4
1,2201601,3,2
27,1651503,2,1
29,1201500,2,3
16,1702000,2,2
25,2601001,2,1
5,1200502,3,2
3,2601001,2,2
20,511001,2,1
9,1552500,2,1
23,511001,2,4
17,2200901,3,4
19,1200001,2,1
18,511001,2,1
2,24500,2,2
16,130351,3,2
25,1553001,3,2
15,511001,2,1
22,1200503,3,4
12,1201003,3,2
5,1552500,2,3
19,1200001,2,4
24,1211200,3,1
28,1201401,2,1
25,2201801,3,3
7,1651503,2,2
13,1554201,3,5
20,2200300,2,3
26,1553005,3,1
9,1200512,3,4
8,1450502,3,4
30,2601001,2,4
12,1450001,2,2
11,265031,3,1
13,1200600,3,4
18,2204103,3,1
18,2155003,2,2
25,1552500,2,1
24,1201500,2,2
20,1552500,2,3
5,130351,3,4
30,511001,2,4
13,1200501,3,1
15,51101,2,4
4,2203901,3,1
18,1450001,2,1
11,215510,3,4
27,1552500,2,3
15,215510,3,4
9,9000049,0,2
5,1450502,3,1
19,1200001,2,2
14,140100,2,1
30,1552500,2,3
20,121110,2,4
3,2300000,2,2
25,2200300,2,2
16,1553008,3,2
16,1211100,2,1
22,1450502,3,4
4,51101,2,4
18,1200507,3,2
16,511001,2,1
16,2201601,3,1
28,215510,3,2
9,1601003,3,1
5,1702000,2,3
15,1200502,3,4
1,51101,2,1
29,1403500,2,4
26,2601001,2,1
25,1707001,3,2
23,1553001,3,2
27,1200001,2,3
16,1552500,2,3
11,1651503,2,3
19,1202000,2,2
3,5110,2,4
11,2151501,3,4
5,511001,2,3
17,1552500,2,4
10,2200300,2,1
21,1201401,2,4
5,2053000,2,3
20,1700500,2,1
13,1553008,3,1
14,375007,2,2
30,1200501,3,1
27,1150001,2,2
26,2650201,3,1
15,1200001,2,2
4,1651503,2,1
17,1654501,3,2
24,2601001,2,4
13,1651503,2,4
29,2203901,3,1
18,2252001,3,1
21,1200001,2,1
5,1305201,2,1
9,511001,2,1
19,2203901,3,2
30,1601504,3,5
5,2154002,3,3
1,1651503,2,4
29,1651503,2,3
15,1202500,3,1
11,1553008,3,4
11,215510,3,4
10,1200502,3,2
1,1200001,2,5
1,1211200,3,3
12,1200501,3,4
6,2203901,3,2
28,1651503,2,3
27,1651503,2,3
26,1552500,2,1
27,2201601,3,2
12,1552500,2,1
22,1200001,2,4
27,1552500,2,4
6,2053000,2,2
24,1403500,2,3
19,1651601,2,1
30,1552500,2,3
16,1601502,3,1
19,1200001,2,2
21,1200001,2,4
23,1200001,2,3
27,1451000,3,3
13,1402501,3,2
19,1552500,2,3
16,1553008,3,2
23,1452000,3,3
23,1402502,3,2
16,1450502,3,5
11,1200511,3,1
29,2052001,2,2
30,1552500,2,3
7,1552500,2,3
12,2403002,2,4
27,1601504,3,3
14,1200501,3,3
18,51101,2,1
9,1601504,3,1
25,1200001,2,4
14,1600500,3,2
13,2650101,2,1
5,140100,2,2
9,2155600,3,4
13,1200001,2,1
25,1200001,2,5
26,1402501,3,1
17,1552500,2,1
29,1200001,2,4
21,1305201,2,3
3,2650201,3,3
3,2201611,3,4
24,2200300,2,1
19,1211200,3,2
20,511001,2,2
26,1200502,3,4
13,1200800,3,1
27,1552500,2,3
26,1450001,2,2
3,511001,2,3
20,1200502,3,3
10,1200502,3,3
28,1450501,3,1
11,1211200,3,4
27,511001,2,1
22,1552500,2,3
18,1200502,3,1
17,1200001,2,4
2,265031,3,1
13,2201601,3,5
26,1200001,2,4
19,1211300,3,4
14,1950500,2,1
3,5700600,4,4
18,2053000,2,3
7,1651503,2,4
14,1651503,2,3
25,1600500,3,5
10,215510,3,3
4,1601502,3,2
26,2650101,2,3
16,1657200,3,3
10,1200001,2,1
14,1200001,2,4
21,51104,2,2
21,1211200,3,1
3,2200904,3,2
27,140100,2,1
25,1552500,2,3
30,215510,3,2
17,1553004,3,3
24,1211200,3,4
18,1553005,3,2
28,511001,2,1
6,1450001,2,1
15,1202500,3,2
17,9000016,0,3
9,1211200,3,1
23,1552500,2,3
30,2650201,3,1
27,1601503,3,3
10,1601001,3,4
15,1552500,2,3
23,1201001,3,1
8,511001,2,2
17,215510,3,1
23,1200001,2,2
18,1211200,3,4
11,16804,3,3
16,1601001,3,4
5,1651503,2,5
17,2601001,2,4
25,1450001,2,5
27,160102,3,1
11,1552500,2,3
20,1651503,2,2
28,2200907,3,3
17,2300000,2,4
26,1200001,2,2
27,1211200,3,1
28,119202,2,2
9,1651503,2,3
2,1200001,2,4
17,2155201,3,3
30,1201401,2,4
28,215510,3,3
12,1552500,2,1
5,1552500,2,3
19,1702000,2,4
6,1651503,2,1
17,1450001,2,2
12,215510,3,2
29,1200600,3,2
10,5110,3,2
21,1657200,3,4
13,1651503,2,2
30,240301,2,4
6,1200001,2,2
2,1200001,2,1
19,511001,2,3
3,2200300,2,3
22,1200502,3,4
14,1200502,3,2
20,1651503,2,3
27,215510,3,1
20,1701003,3,3
22,265031,3,1
27,1305201,2,2
7,1200600,3,1
6,1200001,2,3
11,1201500,2,3
12,2650201,3,2
20,2601001,2,4
4,1202500,3,4
19,1402501,3,1
26,1552500,2,4
27,1552500,2,2
24,2403002,2,2
24,2200300,2,1
21,1200512,3,2
11,1252501,3,3
19,1200001,2,2
30,1651503,2,3
25,1451000,3,1
24,1553005,3,3
18,2155006,2,3
7,2601001,2,4
17,1651503,2,3
13,1211100,2,4
11,1450001,2,2
10,1553004,3,5
17,1200501,3,4
26,2650201,3,3
18,2200601,3,1
15,1552500,2,1
25,2001000,3,2
27,51102,3,2
28,1651503,2,4
26,1552500,2,3
18,1600500,3,2
6,2154002,3,1
7,1552500,2,4
20,1552500,2,3
12,1552500,2,3
18,1200501,3,1
21,353000,2,2
4,1651503,2,2
6,1702000,2,3
17,1600500,3,2
13,1252501,3,2
18,1552500,2,2
16,160102,3,1
14,5110,3,3
20,1200502,3,4
9,1702500,3,3
23,1450001,2,3
13,160102,3,1
22,1450001,2,4
5,1553008,3,1
18,1702000,2,3
18,1201401,2,2
4,1211100,2,2
29,2650101,2,4
11,1401501,2,2
23,1200001,2,1
29,1200001,2,1
20,215510,3,2
8,1402000,3,3
4,2650101,2,4
2,1200501,3,4
22,1200001,2,1
10,1200001,2,3
23,1552500,2,3
28,511001,2,2
27,2201601,3,3
17,215510,3,1
4,1200502,3,4
30,1201401,2,4
21,2405003,2,3
18,140100,2,2
14,1552500,2,4
11,1201500,2,2
29,1200502,3,2
10,1553008,3,3
23,1552500,2,1
20,1552500,2,4
21,1450502,3,3
20,511001,2,4
7,2200902,3,4
10,1950500,2,2
7,51101,2,2
20,1201401,2,5
16,1552500,2,1
27,1651503,2,3
28,1200001,2,1
17,1553005,3,2
8,51101,2,1
26,1651503,2,1
6,1450502,3,3
17,1651503,2,2
25,1553006,3,3
18,215510,3,1
13,1450502,3,1
14,1201401,2,1
4,1651503,2,1
7,1552500,2,1
16,1201401,2,4
17,2403001,2,2
22,1211300,3,2
17,1200504,3,1
17,1450502,3,2
27,160102,3,1
27,1553501,3,5
26,1702500,3,1
11,1402000,3,3
8,5700600,4,4
15,1552500,2,1
13,140100,2,4
17,1200501,3,1
30,145004,2,3
27,1651503,2,1
11,1552500,2,1
5,1552500,2,1
5,1600500,3,4
18,1553001,3,3
24,2201601,3,2
20,353000,2,1
24,2053000,2,3
29,1200001,2,1
18,1552500,2,1
7,1201401,2,2
24,1553502,3,3
2,1707003,3,2
30,1601002,3,3
28,1553005,3,3
20,1200502,3,4
30,1450003,2,4
24,1552500,2,3
6,2200601,3,1
12,2200601,3,1
20,1552500,2,3
25,0,1,3
25,1202000,2,3
5,1601001,3,5
23,1200001,2,1
21,1552500,2,2
8,1200503,3,3
20,1456002,2,3
17,2601001,2,4
28,215510,3,1
26,511001,2,4
6,511001,2,5
25,140100,2,5
6,2601001,2,3
22,1652501,2,1
23,1200001,2,2
18,1403500,2,3
2,1200502,3,5
18,1553008,3,2
12,160102,3,3
7,1601502,3,3
28,2650101,2,3
5,1305202,2,4
8,1211200,3,3
3,1200001,2,2
19,215510,3,4
15,1200512,3,3
5,1200001,2,4
24,1201500,2,4
29,1450001,2,5
30,1552500,2,1
16,1201001,3,1
21,1200001,2,2
27,1305202,2,3
8,121120,3,4
21,2200300,2,1
24,1201300,3,4
11,2200601,3,4
25,2200300,2,3
11,1553004,3,3
18,1600500,3,4
11,1552500,2,4
11,1552500,2,5
13,1552500,2,1
10,1553004,3,5
10,1553008,3,3
3,2203901,3,4
26,1651503,2,4
23,1552500,2,1
30,2650201,3,1
20,1553001,3,3
29,1200001,2,3
15,2053000,2,2
16,2201601,3,1
18,1402501,3,3
12,1601502,3,2
26,2200300,2,5
26,215510,3,1
29,1450001,2,1
22,1552500,2,1
28,1200501,3,1
7,1401501,2,4
19,1654000,2,1
9,1552500,2,3
1,119202,2,4
20,1302508,3,4
19,1553008,3,3
3,1201401,2,1
11,2200300,2,1
29,1700500,2,2
21,1651503,2,2
19,1200001,2,2
23,1654000,2,1
28,1200001,2,4
23,1553012,3,2
29,1552500,2,5
21,1200001,2,1
12,1402501,3,2
7,1552500,2,3
18,1305001,3,3
29,119203,2,4
11,1601001,3,3
27,1553008,3,4
25,1450502,3,3
20,215510,3,1
5,1201401,2,1
14,1450501,3,3
2,1200001,2,4
27,1200001,2,3
1,1651503,2,2
18,2201602,3,3
23,265101,3,1
26,2650201,3,4
29,1200502,3,2
29,12005,3,2
16,1200001,2,1
29,1654501,3,1
14,1552500,2,3
15,1200800,3,1
7,1655200,3,4
11,1601502,3,4
27,155301,3,2
17,1200800,3,2
12,1200501,3,1
30,1200001,2,2
13,1200001,2,1
6,1553004,3,1
14,1751000,3,4
18,2601001,2,4
6,1601502,3,3
12,1601502,3,2
29,1201500,2,3
30,2601001,2,1
18,1202500,3,3
28,1200001,2,1
11,1200001,2,2
14,0,1,3
3,24500,2,3
28,2650101,2,1
15,1450004,2,3
29,2403001,2,4
24,215510,3,1
17,1200502,3,2
15,1450502,3,3
30,1552500,2,4
2,1950500,2,1
18,1201401,2,2
12,1600500,3,3
4,1200502,3,2
25,1200502,3,1
19,1651503,2,2
22,5110,3,4
23,2601001,2,2
18,2052002,2,2
13,2155500,2,4
9,1450502,3,5
28,2200601,3,1
30,1552500,2,3
12,1552500,2,1
21,1201300,3,2
18,1200001,2,3
25,1552500,2,1
19,1200001,2,2
30,2403001,2,2
30,1200001,2,1
17,1651503,2,3
1,1456002,2,1
25,1200800,3,3
3,1211200,3,1
28,1202500,3,1
17,2155600,3,3
20,1200001,2,3
6,2200300,2,2
20,511001,2,2
25,2450301,2,1
13,2601001,2,3
20,1200001,2,2
9,119202,2,4
9,1200502,3,1
23,1200001,2,4
10,1200508,3,2
28,2650303,3,5
2,1200001,2,4
26,215510,3,2
23,160102,3,2
10,120057,3,1
25,2650101,2,1
29,1450001,2,4
30,1654000,2,2
26,1456002,2,4
28,1651503,2,2
19,1211100,2,4
8,1651503,2,3
28,1552500,2,4
15,1600500,3,1
28,119202,2,5
4,2201601,3,3
22,2201601,3,1
7,1552500,2,2
13,512000,2,2
13,51103,3,1
5,1651503,2,2
3,1200001,2,4
18,1902300,2,2
24,160102,3,2
5,1450003,2,3
24,1651503,2,3
29,1706501,3,2
5,2601001,2,2
21,215510,3,1
19,2201601,3,3
28,1651503,2,1
5,1202500,3,4
17,215510,3,3
25,2053000,2,2
4,2201801,3,4
20,1552500,2,4
9,51104,2,3
18,1702000,2,2
16,1200001,2,3
9,1200501,3,1
30,1252501,3,1
28,1655000,3,1
14,1200509,3,3
16,1201001,3,1
17,1200001,2,2
20,2650201,3,1
29,1552500,2,3
1,1200503,3,4
28,1200001,2,1
18,215510,3,2
21,1553008,3,4
24,1305201,2,3
21,1200800,3,4
29,10125,1,1
19,120002,3,4
21,1601002,3,3
13,1201401,2,4
21,1200001,2,4
18,1402000,3,4
26,1200512,3,1
19,1450003,2,4
18,215510,3,1
18,1651503,2,1
4,1600500,3,4
13,2200602,3,4
3,1200001,2,1
29,1552500,2,3
6,1200502,3,4
10,2403001,2,4
17,1552500,2,3
18,1202000,2,2
3,1401502,2,1
21,1200001,2,3
3,1202000,2,3
19,1601502,3,4
17,1402000,3,2
15,1200001,2,4
29,1553001,3,1
8,1450502,3,3
9,215510,3,1
8,2053000,2,2
16,1200001,2,3
15,1552500,2,3
2,1200001,2,2
2,265031,3,1
24,215510,3,3
27,2650201,3,1
4,1651503,2,4
13,1552500,2,3
16,145004,2,1
6,512000,2,1
26,2650201,3,2
26,5110,2,4
20,1200001,2,3
26,1601504,3,2
12,1552500,2,2
8,1202500,3,2
14,1200001,2,1
17,5110,2,4
16,511001,2,3
15,1200501,3,3
30,1552500,2,3
28,1200001,2,2
30,1553001,3,1
15,1950500,2,4
21,1553004,3,1
17,215510,3,4
6,2601001,2,2
9,1450502,3,4
11,1553005,3,1
24,1450502,3,1
22,1654000,2,3
16,1450502,3,1
27,2223501,3,2
28,1450001,2,3
18,511001,2,2
20,1654000,2,1
1,1552500,2,3
19,1201401,2,1
25,1702000,2,1
30,1553005,3,3
8,1553001,3,1
6,1601001,3,3
26,160102,3,3
12,1553004,3,3
18,1201401,2,3
20,511001,2,4
20,1200001,2,1
19,2201602,3,1
4,1553001,3,2
26,1450502,3,1
29,2155203,3,1
28,1200001,2,3
5,2650201,3,2
24,1651503,2,3
23,1450502,3,1
2,2053000,2,1
10,1552500,2,3
12,215510,3,4
5,1450001,2,3
2,215510,3,2
7,1651503,2,1
18,1553001,3,2
28,1200001,2,3
15,1552500,2,1
19,1200001,2,3
17,1200001,2,2
24,1552500,2,1
12,1702500,3,1
17,1600500,3,1
23,1552500,2,1
30,1655000,3,1
24,2200300,2,1
16,1200700,3,4
5,1651601,2,3
13,1552500,2,1
12,1702000,2,3
30,1553001,3,2
16,1200001,2,4
8,1402000,3,4
23,1211200,3,1
2,1211100,2,4
9,1200001,2,1
13,1552500,2,4
24,2200300,2,3
26,1654501,3,2
2,1200001,2,3
29,1950502,2,1
2,119203,2,3
19,1200001,2,4
12,1552500,2,4
25,1200502,3,1
8,145100,3,3
9,1601504,3,2
18,1201401,2,2
30,1552500,2,1
4,1402000,3,3
12,1200001,2,1
23,1200001,2,1
4,2053000,2,4
2,1211100,2,1
22,1200001,2,1
4,2200300,2,2
25,1651503,2,4
30,265031,3,1
4,1200001,2,1
10,1450502,3,1
18,1553008,3,4
18,1402502,3,3
27,1200001,2,4
21,1553001,3,4
17,1700500,2,1
21,1200001,2,1
28,250453,3,3
24,2200300,2,4
17,1305201,2,1
8,511001,2,2
30,1553001,3,2
30,1200503,3,1
28,0,1,3
3,1552500,2,3
3,1651503,2,1
19,1200001,2,3
25,1552500,2,3
25,2201601,3,1
10,265025,3,1
6,2601001,2,2
2,1200001,2,2
20,1201001,3,3
10,1651503,2,2
11,1200503,3,4
10,51101,2,4
26,1201401,2,2
4,0,1,4
4,1200001,2,3
18,215510,3,5
21,2200300,2,3
16,1451000,3,3
20,265031,3,3
24,2155500,2,4
18,1211200,3,3
26,1702500,3,4
14,1654503,3,2
20,1655000,3,3
23,1201001,3,1
27,2155003,2,2
27,2650101,2,4
18,1552500,2,3
17,2403002,2,1
6,1200001,2,3
22,1601001,3,4
21,265031,3,1
16,1200001,2,3
26,1651503,2,1
29,1552500,2,1
9,1601504,3,3
22,1450001,2,5
24,1701004,3,3
27,215510,3,1
15,2200300,2,1
5,1200502,3,4
4,140100,2,3
24,2200300,2,5
21,1552500,2,4
9,215510,3,2
15,1654505,3,2
27,1200001,2,4
18,1552500,2,4
19,1201401,2,3
14,1201500,2,1
24,1450001,2,3
6,215510,3,4
16,1553501,3,3
30,215510,3,5
28,140100,2,2
26,1552500,2,3
3,1200001,2,3
30,511001,2,1
17,1552500,2,3
26,1200502,3,1
19,2601001,2,4
9,1552500,2,4
1,1200001,2,1
10,1305201,2,2
23,1902300,2,3
19,511001,2,1
17,1200502,3,1
13,1601502,3,4
21,1552500,2,5
27,1200001,2,3
19,1201401,2,4
7,1200001,2,5
7,2154002,3,3
3,215510,3,5
17,2200300,2,3
14,51101,2,2
17,2650101,2,4
10,5110,3,1
2,1600500,3,4
9,1702500,3,3
4,1211100,2,1
8,1200001,2,1
3,1211200,3,4
5,2650101,2,1
6,1601001,3,5
11,1211100,2,3
17,1201403,2,2
21,1200001,2,1
26,1200001,2,1
14,1200001,2,4
14,1200501,3,2
23,1452000,3,3
18,1553005,3,4
30,1201401,2,1
23,2200601,3,3
17,1702500,3,1
14,5110,2,4
25,5110,2,2
18,215510,3,2
30,1402000,3,4
18,1552500,2,3
30,1200501,3,1
19,5110,2,4
23,1600500,3,1
17,1305201,2,1
19,1200001,2,1
25,1450001,2,1
6,2203901,3,2
18,1553008,3,4
12,2601001,2,4
21,1200001,2,4
21,1200001,2,2
12,1200001,2,1
8,1552500,2,5
8,265031,3,1
19,215510,3,4
19,1200001,2,3
22,1654501,3,1
17,2201601,3,2
7,2504502,3,1
18,1200001,2,4
11,511001,2,3
24,1200001,2,2
17,2200300,2,2
5,1552500,2,4
22,1552500,2,1
20,2203901,3,1
17,160102,3,2
17,1657100,2,3
25,1902300,2,1
4,1651503,2,3
26,1657200,3,3
12,1902300,2,3
26,1552500,2,1
29,1552500,2,3
25,1200001,2,2
17,1200001,2,4
18,1552500,2,4
20,5700600,4,4
20,1552500,2,3
8,1600500,3,4
28,1651503,2,1
11,51101,2,4
3,1211200,3,4
4,1651503,2,3
