DAY,LAW_CODE_NUMERIC,DF_LCC,DF_AB
30,1402000,3,2
20,1601001,3,4
3,1702000,2,3
5,2201601,3,3
5,2200300,2,5
16,2650101,2,1
13,1192000,2,4
16,2650101,2,3
16,1450502,3,1
11,1200001,2,4
17,1552500,2,4
11,1651503,2,1
17,1402501,3,3
24,5110,3,4
6,2650101,2,2
6,1211200,3,1
18,1450001,2,2
3,265031,3,2
22,1200001,2,3
27,2155003,2,2
24,1200001,2,1
22,119202,2,4
6,1200001,2,1
21,265031,3,1
6,1651503,2,1
25,1552500,2,3
23,1452000,3,3
17,51101,2,1
7,1552500,2,4
18,2300400,2,4
17,1552500,2,3
26,1553001,3,1
17,265031,3,2
20,1600500,3,4
30,5110,3,5
8,1200001,2,4
17,1402000,3,2
29,1450001,2,4
26,2204403,3,2
21,215510,3,2
1,1450001,2,5
27,1553001,3,3
20,119202,2,5
16,1402000,3,5
28,1553001,3,3
10,1552500,2,3
22,1200502,3,1
29,2403001,2,2
18,9000049,0,4
1,1601002,3,1
6,2650101,2,2
19,24500,2,4
20,1654000,2,2
30,1201401,2,1
30,1202000,2,4
18,1552500,2,3
26,2155006,2,4
5,1456002,2,1
18,1650600,3,4
12,9000049,0,3
30,2451500,2,4
2,1305201,2,1
2,265031,3,1
5,1200502,3,4
27,1200001,2,4
20,1651503,2,3
27,1200001,2,1
21,2154002,3,2
13,2204301,3,1
7,1657200,3,3
24,1200501,3,2
15,1651503,2,1
25,2200300,2,2
21,1200001,2,4
26,1450502,3,2
18,215510,3,1
18,1552500,2,1
26,1200502,3,4
14,1552500,2,3
28,1192000,2,4
19,1552500,2,1
20,1657200,3,3
12,1552500,2,4
5,1200512,3,4
27,1683,3,3
22,2650101,2,2
7,511001,2,5
14,2200300,2,3
23,215510,3,1
22,1200001,2,5
28,2053000,2,1
6,1200501,3,2
10,1200502,3,2
2,1450502,3,1
18,51101,2,1
19,2155700,3,3
22,1201500,2,2
21,2601001,2,4
5,265031,3,2
28,1200502,3,3
8,1554001,3,1
10,1302504,3,4
17,1200502,3,3
17,1702500,3,3
6,1600500,3,1
18,6400,2,4
24,2225001,2,3
16,1600500,3,1
11,1553005,3,4
26,265031,3,5
17,1200001,2,1
23,2155500,2,3
26,1202000,2,3
3,1200800,3,4
4,1450501,3,4
4,1553004,3,3
3,1552500,2,4
11,1200509,3,2
23,51101,3,1
4,2253002,2,1
11,1200502,3,4
19,1553001,3,3
30,1553001,3,1
18,1450502,3,4
7,1450502,3,4
3,1200502,3,3
23,1403500,2,3
28,119202,2,1
15,119202,3,2
22,1600500,3,1
27,1201401,2,2
11,1211200,3,4
9,1201401,2,3
15,1200001,2,1
6,1552500,2,3
16,1200001,2,4
8,1200501,3,2
4,1211200,3,1
5,160102,3,2
29,1200001,2,2
3,1305201,2,4
25,1200001,2,2
17,1552500,2,3
18,1552500,2,2
16,511001,2,1
4,1211200,3,4
22,1200001,2,4
30,1552500,2,3
17,2403005,2,1
20,2155600,3,3
13,2200602,3,2
19,1651503,2,2
20,1552500,2,3
17,1601001,3,3
25,215510,3,5
21,1600500,3,4
13,1252501,3,4
8,1552500,2,1
11,2201601,3,2
25,1201003,3,4
20,1552500,2,1
7,1552500,2,5
12,1601001,3,2
9,1651503,2,2
17,1200001,2,4
20,1654000,2,1
12,1200502,3,1
7,119202,2,5
13,1552500,2,3
21,1553008,3,3
3,1200001,2,2
9,1200502,3,1
23,119203,2,4
11,1600500,3,2
24,1211200,3,2
25,2155500,2,3
20,511001,2,2
21,265031,3,1
18,1202500,3,3
11,1552500,2,3
21,1450001,2,4
2,2201803,3,1
11,1201401,2,1
25,1402501,3,1
4,1552500,2,3
17,1252502,3,2
30,1200502,3,2
18,1201401,2,1
22,1552500,2,2
27,1200001,2,2
15,1211100,2,4
28,1200001,2,4
17,1553001,3,3
18,1200503,3,3
5,1702500,3,1
28,1200501,3,2
15,1200001,2,1
18,1601003,3,2
18,51101,2,5
4,1403500,2,2
6,1651503,2,2
23,1552500,2,3
3,2155006,2,3
13,1552500,2,2
20,1950501,2,3
13,1403500,2,4
24,1201401,2,1
1,1450501,3,2
16,1950502,2,4
3,1657200,3,3
29,140100,2,4
16,1201001,3,5
27,1651503,2,2
15,2154002,3,4
18,1202000,2,3
24,2053000,2,3
18,1654505,3,4
15,1402000,3,3
17,1450502,3,4
27,1552500,2,5
13,2155003,2,4
15,2201601,3,5
5,215510,3,4
27,1200501,3,3
7,1450001,2,4
18,215510,3,4
10,265031,3,1
5,1552500,2,3
15,1200001,2,1
22,1450001,2,3
18,2200300,2,4
28,215510,3,5
20,1651503,2,2
29,51101,2,1
18,265033,3,5
20,1657200,3,3
9,1200001,2,1
17,2200601,3,3
4,5110,3,2
20,1553005,3,3
19,1450502,3,2
17,2155003,2,4
27,2200300,2,4
19,1902300,2,3
26,215510,3,4
5,1702000,2,1
5,1200001,2,4
26,2053000,2,1
25,1552500,2,3
3,2053000,2,4
18,6400,2,4
28,1200001,2,4
12,2601001,2,4
1,2703000,3,2
21,215510,3,5
8,1211200,3,2
27,1552500,2,3
23,1200502,3,4
27,0,1,2
15,2200300,2,3
27,2601001,2,4
12,1552500,2,1
15,1402501,3,4
25,2203901,3,4
9,2203901,3,3
10,9000016,0,3
15,1553004,3,3
19,511001,2,1
16,265031,3,1
26,511001,2,1
26,1651503,2,1
10,1654000,2,2
28,1200001,2,1
11,215510,3,1
19,1200512,3,4
3,1552500,2,4
29,265031,3,3
15,1450001,2,4
25,1552500,2,3
29,1211300,3,1
8,1651503,2,1
24,1252501,3,2
25,1200001,2,2
30,1200001,2,2
11,1552500,2,3
29,1200001,2,2
17,1211200,3,2
19,511001,2,2
19,1552500,2,1
25,215510,3,4
12,1211100,2,3
3,2403002,2,1
3,1201401,2,1
26,1450502,3,2
12,1702000,2,2
4,1552500,2,4
23,1651503,2,3
20,1657200,3,3
9,1552500,2,1
28,2053000,2,3
30,1200001,2,2
27,5110,2,2
12,1200001,2,4
23,1201500,2,2
23,511001,2,1
17,1552500,2,1
19,1456002,2,1
19,1553004,3,1
23,1451000,3,4
8,2155006,2,3
28,1702500,3,4
14,1552500,2,3
19,2403001,2,4
7,1403500,2,3
28,511001,2,2
30,2201601,3,5
7,2200300,2,3
26,1552500,2,2
27,140100,2,4
11,1402000,3,4
21,1200501,3,2
27,215510,3,3
1,1552500,2,3
11,1552500,2,4
11,140100,2,4
12,2601001,2,4
11,1401501,2,2
28,1200001,2,1
6,1702500,3,1
18,1702000,2,4
11,1200001,2,5
10,1211200,3,2
19,2203901,3,1
24,1702000,2,3
19,1200502,3,4
24,140100,2,1
23,1200502,3,1
9,1200001,2,1
6,1552500,2,3
24,1902300,2,4
4,2154002,3,1
21,1651503,2,2
10,2403001,2,1
23,1450502,3,2
5,1651503,2,1
22,215510,3,4
11,1200001,2,5
3,265031,3,1
9,2601001,2,4
27,1553001,3,3
24,160102,3,3
27,1552500,2,3
28,1211100,2,2
30,1201401,2,3
23,2201601,3,2
25,2601001,2,4
24,1552500,2,1
25,1552500,2,3
21,1200501,3,1
19,511001,2,2
2,1211100,2,4
9,10125,1,4
12,51101,2,2
23,240301,2,1
17,51101,2,2
14,1200503,3,3
28,1950500,2,4
26,1211200,3,3
16,51101,2,1
11,1450001,2,3
20,240301,2,1
27,1200001,2,2
8,1553001,3,3
4,1553001,3,3
11,2300400,2,4
30,1451000,3,1
21,1650001,2,3
24,1200001,2,4
9,1200502,3,2
29,1200501,3,1
12,1600500,3,2
26,1403001,3,2
22,1211100,2,4
28,1200502,3,3
19,1651503,2,1
18,1200501,3,4
15,1200800,3,1
19,1553004,3,3
25,511001,2,2
30,1201401,2,4
2,1553001,3,4
28,1252501,3,5
10,1200001,2,1
8,2053000,2,1
27,1552500,2,3
2,1200502,3,3
17,1402000,3,2
7,1651503,2,1
12,1200001,2,3
6,9000049,0,2
30,1211100,2,1
19,1200001,2,1
15,6000,2,1
30,1200512,3,1
10,1702000,2,1
23,1200001,2,1
17,1200001,2,4
3,1200800,3,4
13,160102,3,1
14,1200001,2,5
11,1650001,2,2
27,1200001,2,1
7,1192000,2,5
11,1552500,2,1
14,5110,3,2
5,1950500,2,4
24,1305500,2,3
27,265031,3,3
22,1200001,2,3
24,1552500,2,1
7,1200001,2,2
18,1553008,3,1
12,1200502,3,2
24,2650201,3,3
17,215510,3,4
17,1553005,3,2
28,1200001,2,4
2,1200501,3,2
23,1553012,3,2
4,1200001,2,4
4,2650201,3,1
9,1654000,2,1
20,1201401,2,2
25,1601502,3,3
11,1552500,2,3
9,2403002,2,2
22,1305201,2,3
27,511001,2,1
17,1402000,3,3
28,1654501,3,1
24,1200001,2,3
14,1211200,3,2
16,1200001,2,1
25,1651503,2,3
24,1200502,3,4
16,1552500,2,1
25,1202500,3,1
19,1600500,3,3
24,1601001,3,4
10,1702000,2,2
27,2200601,3,3
5,215510,3,5
8,1402501,3,1
24,1402000,3,3
28,1702500,3,4
13,1552500,2,2
30,4902001,3,2
16,1211100,2,1
19,1211100,2,1
6,2200601,3,2
29,215510,3,1
26,1552500,2,1
18,1552500,2,3
22,1902300,2,4
12,1552500,2,2
10,1552500,2,3
11,2200300,2,1
7,119203,2,5
30,1201001,3,1
19,1651503,2,2
30,2053000,2,4
25,1601001,3,2
20,265031,3,2
26,1200001,2,3
6,2155003,2,2
19,1908303,3,4
19,26503,3,4
13,1200001,2,4
4,24500,2,3
19,2201601,3,3
21,121110,2,2
1,1200001,2,2
7,1200001,2,3
9,1211200,3,2
5,1553001,3,1
1,1200503,3,2
26,1403500,2,3
30,1450001,2,2
12,511001,2,1
17,2200300,2,1
18,1200502,3,4
12,511001,2,5
20,2200602,3,1
18,1552500,2,3
18,160102,3,4
28,1200001,2,2
14,1650501,2,2
28,1202500,3,1
11,215510,3,1
30,1701004,3,1
5,1200001,2,3
16,2155201,3,1
20,1201500,2,4
29,51104,2,1
16,1650600,3,2
22,1202000,2,1
29,1702000,2,3
15,1450501,3,3
18,1450502,3,1
3,1202500,3,1
3,1200001,2,2
30,1450502,3,4
6,1552500,2,3
22,1650501,2,1
8,1553001,3,3
18,1200001,2,2
6,0,4,2
6,1552500,2,4
26,1552500,2,1
14,1211200,3,4
17,1553008,3,4
18,1201401,2,1
9,2201601,3,1
24,1908100,2,1
12,2403002,2,1
29,1552500,2,1
24,9000049,0,3
4,265031,3,1
7,1200001,2,1
18,1402502,3,3
23,145004,2,2
7,1552500,2,3
20,511001,2,4
26,1402502,3,3
16,1200001,2,3
3,1200502,3,4
7,1211100,2,1
22,1651503,2,2
27,5110,3,1
6,1201401,2,2
11,2150000,3,4
13,1200001,2,1
18,1553008,3,1
25,1200001,2,2
20,1552500,2,4
10,2203901,3,2
14,1950500,2,1
18,1201401,2,3
30,1202500,3,1
4,1552500,2,2
26,1552500,2,2
21,215510,3,2
6,2200300,2,4
6,1200001,2,2
11,1702000,2,3
18,511001,2,1
12,1201401,2,4
21,1202000,2,2
4,140100,2,4
2,1200001,2,1
12,1553005,3,3
1,1450001,2,1
20,2201601,3,2
12,1553001,3,3
11,1200001,2,1
5,2650201,3,4
5,9000049,0,2
27,1200001,2,3
27,1552500,2,2
14,1552500,2,3
17,2203901,3,2
18,1553501,3,2
19,1950500,2,3
18,1651502,2,4
26,215510,3,4
27,1700500,2,2
25,0,2,4
2,265031,3,4
7,1403500,2,3
16,1601002,3,2
17,1201401,2,5
12,1701003,3,3
14,1702000,2,1
27,215510,3,1
17,511001,2,1
11,1553008,3,1
17,1600500,3,4
12,1201401,2,2
21,1601503,3,5
26,1200800,3,2
28,2601001,2,1
22,51101,2,1
25,511001,2,4
27,1552500,2,1
1,1552500,2,3
18,1651503,2,2
8,1200001,2,2
13,1200001,2,1
26,1201401,2,2
14,1200001,2,1
21,1202000,2,2
11,1200503,3,2
30,511001,2,2
27,2155201,3,4
15,1553008,3,4
17,2223001,2,1
21,2200602,3,4
12,2650101,2,4
18,1600500,3,2
26,1600500,3,4
16,1552500,2,4
27,265031,3,1
4,1553005,3,5
18,1201401,2,4
19,2650101,2,2
28,1200001,2,2
19,1651503,2,1
18,1601504,3,2
23,1200001,2,1
17,215510,3,5
18,2203901,3,2
23,1552500,2,2
2,1192000,2,3
11,1200501,3,1
25,1553501,3,2
26,1655000,3,4
19,1211200,3,4
29,1654000,2,1
7,1552500,2,3
19,215510,3,2
24,1200001,2,2
11,1211200,3,2
1,1200001,2,3
26,2200300,2,2
17,1211100,2,5
8,2053000,2,3
27,1211100,2,1
12,1552500,2,1
23,2403005,2,5
11,1402501,3,3
5,2451500,2,4
12,1552500,2,3
27,1450502,3,1
23,1601501,3,2
5,5110,3,1
28,1200501,3,4
20,2205002,2,4
18,160102,3,2
4,1651503,2,1
21,1211200,3,2
18,1201500,2,2
11,1201401,2,2
25,1200501,3,1
15,1450001,2,1
28,140100,2,3
12,215510,3,2
29,1200001,2,2
20,1553008,3,1
30,1501001,3,2
18,1201401,2,4
6,215510,3,2
10,1201500,2,5
16,1552500,2,1
17,2403002,2,2
28,1552500,2,3
17,1204501,2,4
19,1552500,2,4
19,1552500,2,4
7,160102,3,4
24,240301,2,1
7,1402000,3,2
11,0,1,1
30,1200001,2,1
5,1200001,2,1
6,2201601,3,2
4,1200501,3,2
22,2053000,2,1
10,1600500,3,3
23,1706501,3,2
30,26503,3,1
26,1553008,3,2
6,1552500,2,3
26,1200502,3,3
2,2200300,2,3
17,1553005,3,3
18,1553008,3,2
14,2650201,3,2
9,1456002,2,3
28,1200001,2,1
5,1202000,2,2
5,120001,3,1
24,511001,2,1
18,51101,2,4
30,215510,3,1
27,1200001,2,2
9,1552500,2,3
20,1401501,2,2
21,1200502,3,4
27,2200606,3,4
15,1450001,2,1
22,1651503,2,1
16,1553001,3,3
18,2155003,2,4
27,215510,3,2
15,1552500,2,3
29,1200001,2,4
17,215510,3,1
27,1200001,2,4
10,1553004,3,5
8,1651503,2,3
20,1600500,3,2
18,1201401,2,5
24,140100,2,1
23,1200001,2,2
19,1553001,3,1
13,1552500,2,1
23,1211100,2,1
4,215510,3,2
14,1200800,3,1
1,1192000,2,4
13,1450501,3,4
21,215401,3,1
28,2203901,3,3
23,1200001,2,2
16,1200501,3,3
9,511001,2,2
26,2450301,2,3
3,1450001,2,1
13,1553008,3,4
17,2200300,2,3
25,121110,2,5
7,1552500,2,5
22,51101,2,2
10,140100,2,3
22,1200001,2,3
21,2200906,3,1
28,215510,3,1
27,120001,3,1
9,165154,2,4
18,1601504,3,1
29,2650201,3,3
20,1654000,2,3
5,2200300,2,2
18,2155500,2,4
10,1211100,2,2
16,2200300,2,1
15,2155006,2,2
5,265101,3,2
13,2200901,3,3
2,2155002,2,2
2,265031,3,4
14,1651503,2,3
11,1552500,2,3
22,1200001,2,4
4,1211100,2,4
29,511001,2,5
17,2201601,3,3
19,215510,3,1
6,2650201,3,4
22,6000,2,1
28,1450502,3,2
10,1200001,2,1
13,1200508,3,1
30,1651601,2,3
5,1200001,2,2
30,160102,3,2
14,1651503,2,2
21,1651503,2,2
10,1554001,3,4
18,1651503,2,2
15,0,1,2
8,2201601,3,1
10,1553001,3,4
10,2200300,2,5
12,215510,3,1
1,215510,3,3
5,1402000,3,1
24,2650101,2,2
12,215510,3,5
18,1200501,3,2
6,1651503,2,2
29,4902001,3,4
11,2155003,2,5
18,1552500,2,3
27,1201401,2,1
27,2053000,2,3
1,1657200,3,3
19,1211200,3,2
25,1200502,3,2
8,1200001,2,4
8,1702500,3,4
1,511001,2,2
30,1456002,2,4
30,1552500,2,1
8,2601001,2,1
17,1553004,3,5
29,1456002,2,2
19,2201801,3,4
12,511001,2,4
13,5110,2,5
2,1552500,2,3
19,1200001,2,4
23,1252501,3,3
11,1202000,2,3
30,1654501,3,4
27,1402000,3,3
21,1201401,2,4
3,2403001,2,1
20,1450502,3,1
1,24500,2,1
27,215510,3,4
10,1402502,3,2
19,1553001,3,1
14,1651503,2,1
20,1552500,2,3
9,1552500,2,3
15,1552500,2,4
12,1552500,2,1
26,1600500,3,2
17,1601001,3,3
16,0,1,1
28,1200001,2,2
25,215510,3,1
24,1200001,2,3
19,2201601,3,3
25,1657100,2,1
29,1200001,2,2
20,1554001,3,3
13,1552500,2,1
28,2203901,3,1
12,1402000,3,4
24,511001,2,2
20,1552500,2,3
17,215510,3,2
22,1201401,2,2
19,1552500,2,3
22,1552500,2,1
3,2200300,2,5
7,14010,2,3
26,1902601,3,1
13,1702000,2,4
30,1211200,3,1
16,1552500,2,5
5,1902300,2,3
19,1450502,3,4
3,1552500,2,3
28,2200300,2,1
6,140100,2,1
25,265031,3,4
11,1200001,2,3
3,1200502,3,2
14,1200001,2,3
26,2650201,3,4
21,160102,3,4
12,1402000,3,4
29,2200300,2,2
18,1552500,2,3
10,1252501,3,2
20,2203901,3,2
3,1553004,3,2
24,1200001,2,1
12,1200501,3,1
9,1200001,2,4
21,215510,3,1
24,1553004,3,1
9,1450502,3,2
2,2650303,3,1
18,1201500,2,1
29,1451000,3,4
15,1200001,2,3
27,1450502,3,1
25,215510,3,4
14,1450502,3,4
28,215510,3,4
15,1201401,2,4
28,2201601,3,1
21,215510,3,4
12,1702000,2,3
29,1200001,2,2
14,1601001,3,3
9,1552500,2,2
13,1552500,2,3
26,2201601,3,3
17,511001,2,1
21,1402502,3,4
17,1200001,2,1
4,1553001,3,1
7,1200501,3,3
18,1600500,3,4
11,2201601,3,4
16,1402000,3,2
27,1200001,2,3
19,1700500,2,2
28,265031,3,3
11,1651503,2,2
8,2601001,2,1
18,1553001,3,2
15,511003,3,1
23,1200001,2,1
17,2650101,2,5
28,1552500,2,2
21,1552500,2,4
26,1402000,3,4
27,1450001,2,5
5,1552500,2,4
10,1553008,3,4
16,1200001,2,4
23,2155500,2,1
4,2304000,2,1
11,1200501,3,3
18,1200001,2,2
16,1200700,3,4
16,2650101,2,1
1,1200800,3,2
19,1651503,2,1
25,2155500,2,4
5,140100,2,2
20,511001,2,3
12,1601001,3,2
6,2407900,2,4
12,1252501,3,4
10,1553004,3,5
13,1200001,2,2
26,2053000,2,1
6,1200001,2,4
10,1601502,3,4
20,0,1,1
9,1552500,2,3
30,1552500,2,3
16,2403001,2,2
15,1402000,3,3
19,2155006,2,3
30,1450502,3,3
28,1601001,3,4
16,511001,2,3
16,2155003,2,2
26,2200300,2,4
18,1552500,2,3
11,215510,3,5
11,51101,2,2
3,1702000,2,2
16,2650101,2,4
18,1902300,2,1
17,215510,3,1
13,265031,3,4
30,1552500,2,3
22,1200001,2,1
30,2200300,2,1
23,2053000,2,2
11,1552500,2,3
20,1402000,3,1
16,1553501,3,4
24,2200300,2,3
9,2403002,2,3
3,1202500,3,2
6,1200001,2,1
24,130352,3,2
14,1553008,3,1
9,1402501,3,3
28,1305201,2,2
5,2650101,2,4
15,2402601,1,4
13,1651503,2,4
20,1552500,2,1
20,2201601,3,1
12,1204501,2,3
24,1201401,2,1
11,2205002,2,4
8,2200300,2,5
27,265031,3,2
24,1701004,3,3
19,1200501,3,4
28,215510,3,3
25,1552500,2,4
22,1651503,2,1
10,1402501,3,4
4,2200300,2,1
17,1552500,2,4
12,1211100,2,3
19,1552500,2,2
10,1202000,2,2
7,0,1,1
16,2154001,3,1
14,1200001,2,4
15,1950500,2,4
14,2200906,3,2
5,2200300,2,2
7,1601001,3,1
10,1200001,2,1
21,1553001,3,2
19,1651503,2,2
14,1402501,3,3
20,1552500,2,2
17,1200501,3,5
18,215510,3,4
19,1554001,3,3
20,1553008,3,3
16,2650303,3,2
18,2200300,2,1
30,1552500,2,3
2,1654000,2,4
5,1552500,2,2
20,1201401,2,4
7,1200501,3,4
30,2155600,3,4
14,1702500,3,1
3,1402000,3,1
27,2650201,3,1
16,1200502,3,4
6,1403001,3,3
18,1552500,2,3
15,1211200,3,1
18,2053000,2,4
18,1655000,3,1
11,2154001,3,3
12,1552500,2,5
19,2601001,2,4
16,1201401,2,1
14,2601001,2,2
17,2200300,2,2
9,2155600,3,4
9,1200502,3,4
19,2201801,3,4
19,1552500,2,3
21,1211200,3,2
21,1200001,2,2
5,1552500,2,3
16,1651503,2,3
8,1200001,2,4
5,1402000,3,4
11,215510,3,1
29,2601001,2,2
18,511001,2,1
21,2650102,2,1
19,120001,3,4
24,1450502,3,4
21,2200910,3,4
29,265033,3,2
24,14010,2,4
7,1600500,3,2
16,1200001,2,2
21,2601001,2,4
26,1200502,3,3
28,1200001,2,2
17,1200001,2,3
5,1201401,2,2
30,1200001,2,1
1,1450502,3,3
25,1553001,3,1
10,1201401,2,4
17,51101,2,4
20,1601001,3,3
11,1200001,2,4
26,511001,2,1
16,1201401,2,1
30,1201401,2,4
7,1950501,2,1
24,1403500,2,1
25,1753501,3,1
6,2200602,3,1
25,511001,2,1
30,511001,2,2
1,1200501,3,4
9,1601504,3,2
19,1200001,2,5
27,1200001,2,2
23,1202000,2,1
7,140100,2,3
29,1651503,2,3
9,1600500,3,2
6,1553001,3,3
15,511001,2,4
26,1200503,3,1
22,1200501,3,4
17,119202,2,2
12,1651503,2,3
4,1552500,2,3
27,1651503,2,1
18,1201300,3,1
23,1552500,2,4
1,1200502,3,4
2,2200300,2,3
6,511001,2,4
24,140100,2,1
18,160102,3,2
5,0,2,2
17,265031,3,5
29,119203,2,4
16,1200501,3,2
5,1200502,3,3
12,1552500,2,1
13,1651503,2,1
28,1456002,2,1
10,1402000,3,4
11,1702500,3,4
26,51101,2,1
2,1552500,2,4
26,1651503,2,3
22,1200001,2,1
14,1450502,3,2
12,1200001,2,1
22,1200502,3,3
5,1651503,2,2
24,511001,2,5
15,5110,2,1
17,1600500,3,4
26,265100,3,1
28,1552500,2,3
2,1553005,3,3
23,1200001,2,4
12,76801,2,4
19,5110,3,3
8,1402000,3,5
17,1553004,3,1
4,1450502,3,1
21,1200001,2,2
8,1200502,3,1
3,1211100,2,4
25,1553502,3,3
18,511001,2,4
20,1200001,2,2
17,1402000,3,2
21,2201603,3,4
2,1552500,2,4
6,511001,2,1
18,1450001,2,4
4,1600500,3,3
30,1211100,2,3
29,1552500,2,1
19,1655000,3,1
18,2407800,2,4
12,5700600,4,4
22,1552500,2,4
26,511001,2,5
22,120003,3,4
9,1654502,3,3
21,1702000,2,1
1,5110,2,4
10,1402000,3,3
6,1552500,2,3
26,6000,2,2
8,1202000,2,1
13,1200502,3,4
19,1200800,3,3
27,1552500,2,2
10,1651503,2,3
30,1202500,3,2
3,1200502,3,2
26,1200501,3,1
30,1950501,2,3
18,2155003,2,2
1,2053000,2,2
18,1553001,3,3
2,1211100,2,2
18,1451000,3,1
7,1402000,3,2
20,0,1,1
3,2650303,3,4
7,1200502,3,1
18,215510,3,4
25,1552500,2,4
13,265031,3,1
11,215513,3,2
27,1402000,3,4
3,1654502,3,3
10,1201401,2,1
22,1553004,3,3
7,11922,2,2
29,265031,3,3
17,2155006,2,4
7,1601503,3,2
15,1200509,3,2
16,1950501,2,1
11,2155500,2,4
18,1450001,2,4
6,1601503,3,2
1,1450001,2,4
15,119202,2,1
4,2403001,2,5
26,1552500,2,3
21,1553008,3,1
26,6000,2,2
22,1202000,2,2
24,1651503,2,3
30,1552500,2,3
28,1651503,2,1
25,1601001,3,2
23,1650600,3,1
27,1552500,2,2
9,1601001,3,4
28,2200300,2,4
20,1552500,2,1
9,1553001,3,2
17,1200001,2,2
21,1553006,3,2
24,1201401,2,2
30,1601501,3,1
27,1202500,3,4
1,1200001,2,4
18,2204301,3,4
30,1450001,2,1
2,511001,2,2
24,1651503,2,3
27,1950500,2,5
27,1200001,2,4
17,1200001,2,1
10,2200300,2,3
5,1552500,2,4
5,9000049,0,2
4,511001,2,1
23,2650101,2,3
22,1211200,3,1
30,1654000,2,4
23,1200501,3,4
24,1202500,3,5
21,1450001,2,2
29,2200300,2,2
14,2205002,2,1
13,2201601,3,3
4,1303502,3,2
4,1200001,2,4
12,1200001,2,4
26,4902001,3,3
7,1552500,2,3
6,265031,3,3
27,265101,3,2
23,511001,2,1
3,1200502,3,1
3,1200001,2,3
21,1651503,2,2
1,1200001,2,3
3,1200001,2,1
27,2205003,2,4
3,1702500,3,2
8,1552500,2,2
12,1202500,3,4
13,2155006,2,4
28,1600500,3,3
24,140100,2,1
29,1601002,3,4
10,1601002,3,2
17,1200503,3,4
7,2703000,3,2
8,1200001,2,4
4,1200800,3,4
2,1601001,3,1
7,1200001,2,3
17,0,1,1
29,215510,3,3
12,1201401,2,2
18,215510,3,2
14,1200002,2,4
5,511001,2,1
30,1651503,2,2
23,1553012,3,2
19,2200300,2,3
24,240301,2,1
20,1211300,3,4
25,1200001,2,2
13,511001,2,4
27,511001,2,1
26,1651503,2,3
19,1552500,2,4
28,1200501,3,3
3,1200001,2,3
20,512000,2,4
12,1651503,2,3
30,265031,3,3
5,1654000,2,3
9,1552500,2,1
13,1200001,2,2
26,1601502,3,2
1,1706501,3,2
8,5110,2,1
11,2155003,2,4
19,2200300,2,2
19,119203,2,4
1,1202500,3,4
22,512000,2,1
21,215510,3,4
19,1201401,2,1
11,1553008,3,1
27,2204401,3,2
26,1211100,2,3
18,1601001,3,3
26,215510,3,2
4,511001,2,3
24,1201401,2,4
17,1200001,2,4
24,1450001,2,3
27,0,1,3
11,1552500,2,3
23,1650501,2,3
12,2200300,2,1
8,1200001,2,2
26,1200001,2,4
20,1200001,2,4
30,1552500,2,3
20,1552500,2,3
21,1200501,3,4
29,1200001,2,4
17,2601001,2,4
23,1902300,2,4
28,1651503,2,3
23,2203901,3,2
29,1553001,3,1
26,2650201,3,3
11,1702000,2,1
20,2650201,3,3
10,1200001,2,4
16,1553004,3,2
15,1200001,2,3
24,160102,3,1
24,1200001,2,3
29,2201601,3,1
19,1651503,2,2
12,1553001,3,1
29,1201401,2,3
10,1651503,2,3
5,1552500,2,4
15,2205002,2,1
3,1201500,2,3
5,265031,3,1
21,1553005,3,3
12,1202000,2,1
9,1200001,2,2
30,1200501,3,4
28,1651503,2,2
10,1601001,3,1
13,215510,3,1
6,511001,2,5
14,1702000,2,3
30,1702000,2,3
20,120001,3,2
25,1450502,3,3
29,511001,2,4
12,1200001,2,3
30,1200001,2,1
3,1450003,2,2
22,1200502,3,3
25,2403005,2,4
23,1200501,3,2
25,1200503,3,5
24,215510,3,1
24,1651503,2,3
11,1200001,2,4
3,1450001,2,1
28,1200001,2,4
12,1201401,2,1
19,1552500,2,3
4,215513,3,3
4,2304000,2,4
6,511001,2,2
28,1552500,2,1
11,1200001,2,2
29,1552500,2,4
18,1657200,3,3
18,1200800,3,2
17,215510,3,2
28,1554001,3,3
25,2200300,2,4
30,2053000,2,2
10,1651503,2,1
25,1902300,2,3
12,1200001,2,2
27,1651503,2,4
22,1200502,3,3
26,1200001,2,4
14,265031,3,4
29,1950500,2,2
12,2650101,2,1
11,1552500,2,1
26,1305201,2,1
25,1651503,2,3
16,1403500,2,1
23,1552500,2,2
4,215510,3,4
24,2200601,3,1
27,2155002,2,2
5,2651302,3,2
27,2403001,2,3
18,1552500,2,3
19,240301,2,4
12,1552500,2,2
25,215510,3,3
16,1600500,3,1
1,1200503,3,3
26,2053000,2,1
20,1552500,2,1
23,1201401,2,2
18,1654501,3,3
12,2601002,2,4
4,2155500,2,4
26,1200502,3,1
15,2155003,2,4
17,2650201,3,5
19,1201001,3,1
17,2201803,3,4
9,2155003,2,2
21,1211100,2,3
3,5700600,4,4
28,119204,2,5
7,1200502,3,5
24,1211300,3,4
2,1552500,2,1
4,2300000,2,4
17,511001,2,1
26,170703,3,2
10,1450502,3,2
24,1200001,2,2
13,1600500,3,3
16,1200001,2,2
9,1553001,3,2
18,1702000,2,2
26,1552500,2,5
23,1553005,3,3
27,2205002,2,1
14,1456002,2,1
3,1200001,2,4
13,1450501,3,4
18,1552500,2,4
6,1450003,2,3
